8.315959071,221.2702228,16123.30445,9.475801129,501.6739826,22.15974723,2.760212574,no
8.551077748,216.4159321,28909.29028,6.936782341,510.8950007,16.20237144,4.04637969,no
6.013160966,218.8432561,21573.74757,9.295852001,444.276635,14.74434737,3.455622541,no
5.744067537,173.8508816,28391.99819,7.017330331,336.0618031,16.89517971,3.171655208,no
5.218989651,164.7909916,27007.88691,6.592516959,422.2238018,14.07087898,4.383942554,no
7.458707683,207.7865734,10513.29678,8.920632925,442.3681431,18.72530225,2.938082397,no
11.02787986,228.3227976,13124.10564,7.516643216,376.2319179,8.03385864,4.178897909,no
6.72958019,242.1641459,17975.55323,9.808651156,440.8594348,13.57122272,4.003458052,no
4.1502143,174.9267412,41489.63981,5.569868658,425.2500465,12.53400873,3.502370872,no
7.159398311,171.8161053,28954.80101,5.817090295,530.5264113,18.11704226,3.254926497,no
6.209697437,169.3185048,22610.76871,4.875413881,549.2767283,17.01511804,3.893766831,no
9.608533594,231.3402282,4544.841718,6.577834048,328.9044942,11.78961929,3.042796944,no
5.375895979,153.7128743,56867.85924,7.894086171,493.8884638,15.11602281,4.17421964,no
8.69712216,166.4527742,27752.00024,5.350923532,393.5557957,13.74866795,4.180567593,no
7.748928548,198.8430942,18939.93665,7.375883102,368.4028571,9.984033412,3.136945007,no
7.117917746,216.1163186,20067.57279,9.605650817,331.971661,17.5391297,4.213567957,no
8.31002902,212.6982764,40936.15339,7.703374743,365.4312125,12.97186896,4.775784922,no
5.524296531,157.1424243,26220.17421,6.344585275,475.3422715,16.90318031,4.033391218,no
10.20142576,190.799079,8918.8926,4.89987481,331.3789519,18.52543363,3.964449588,no
5.368125754,190.9379793,32619.31297,8.098838845,435.6664692,11.98363521,2.004142586,no
8.937802408,147.9168921,10562.46054,3.694274999,480.3202177,16.98075499,2.831234426,no
8.124207826,207.5095152,26489.1147,8.540837376,431.6256772,10.07559844,4.724456578,no
7.184973119,201.0792194,25234.42797,5.216684484,384.0115576,12.42753833,3.665410662,no
5.499489286,230.3087747,13902.96865,9.619574961,442.1670062,14.74078711,5.846826958,no
5.319769073,204.202072,22390.79557,8.053558881,399.1190254,13.97408473,2.92573204,no
6.369111631,235.3409427,34456.80113,9.17093996,357.4172848,9.213267539,2.275903461,no
6.733493842,197.5626646,27430.44173,6.035086878,397.6849857,19.39402667,3.178003605,no
6.883015402,210.5022172,14298.41046,7.243682989,570.4242586,15.95833351,4.102291769,no
8.013516429,225.156452,20375.66827,7.83739765,382.0142489,12.66601633,4.44490059,no
8.272055091,204.2253291,24196.52268,8.448405225,500.6848732,15.15740752,5.140207743,no
8.746985976,148.3937237,22174.78114,5.459171833,407.3808249,15.89207853,4.763730536,no
8.154840855,202.3173348,25620.77137,7.651668438,597.8700732,11.80284674,3.696327575,no
9.045720545,222.1841691,22829.11084,7.609833076,558.7478629,15.35758277,4.213700444,no
8.922409559,207.5207264,13291.92261,8.560537109,468.5383258,15.69273832,4.081728016,no
5.961301572,182.108995,23926.07882,6.188790308,567.5261592,7.791637811,4.919585047,no
8.184410006,166.6365538,17944.85238,4.038955039,363.2357556,12.53583833,4.5990822,no
7.636454091,238.9360743,18136.26158,11.08652625,514.9640601,8.637461294,3.332906497,no
7.775385593,193.0771683,15704.48209,7.881197242,301.7534765,13.37816481,3.309471716,no
7.617148871,196.606942,27080.26872,7.382754883,329.0166464,8.547283221,2.391540006,no
6.664934584,218.7700084,16477.35081,7.325000809,412.3085879,17.19268526,4.502138214,no
8.815357953,208.331084,26780.69179,7.223961867,430.4068943,7.151750616,2.87588018,no
7.765635562,173.1855689,13736.34204,6.98410186,355.9980259,11.51512302,3.21444964,no
6.225152013,169.7411715,29533.60883,5.574917123,380.1147511,17.59550987,2.770822653,no
8.56704382,160.217867,23683.11019,4.286930405,490.5125389,9.027167172,2.804926824,no
6.994194675,216.6653186,23027.38526,9.796329895,369.4680721,18.96725863,4.398900709,no
3.344588533,156.4799268,55334.7028,8.530101581,485.6311478,16.98060997,2.575141031,no
7.943882477,211.8165512,32071.17937,7.769214769,353.3364843,17.8719497,4.111691345,no
2.69083124,151.7829057,30204.54674,6.053071945,377.198273,14.12104923,4.650033779,no
9.13569426,194.8156184,9496.910354,6.18592512,562.7714671,13.67643542,3.281802196,no
5.214009194,192.6488463,34184.3084,5.783357386,380.4284147,15.86775076,4.453525556,no
8.649534947,175.4266698,9898.022209,6.048403825,410.625098,10.06925422,5.229809193,no
7.75667895,186.6864589,22440.40104,7.462613332,320.9309663,19.57257183,2.842470708,no
7.104295204,177.5717437,12691.51597,7.170976988,447.0322886,14.37676427,5.464856803,no
5.363362645,179.9113798,27045.92996,6.520854677,408.9225168,9.704704113,3.871372489,no
6.582499747,200.7331069,23720.48173,8.565831605,458.3627329,13.00188064,4.152014127,no
